2020-2021 NBA Stats | Player Box Score & Advanced Metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANK,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%Minutes PercentagePercentage of team minutes used by a player while he was on the floor,"USG%Usage RateUsage rate, a.k.a., usage percentage is an estimate of the percentage of team plays used by a player while he was on the floor",TO%Turnover RateA metric that estimates the number of turnovers a player commits per 100 possessions,FTA,FT%,2PA,2P%,3PA,3P%,"eFG%Effective Shooting PercentageWith eFG%, three-point shots made are worth 50% more than two-point shots made. eFG% Formula=(FGM+ (0.5 x 3PM))/FGA","TS%True Shooting PercentageTrue shooting percentage is a measure of shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",PPGPointsPoints per game.,RPGReboundsRebounds per game.,TRB%Total Rebound PercentageTotal rebound percentage is estimated percentage of available rebounds grabbed by the player while the player is on the court.,APGAssistsAssists per game.,AST%Assist PercentageAssist percentage is an estimated percentage of teammate field goals a player assisted while the player is on the court,SPGStealsSteals per game.,BPGBlocksBlocks per game.,TOPGTurnoversTurnovers per game.,"VIVersatility IndexVersatility index is a metric that measures a player’s ability to produce in points, assists, and rebounds. The average player will score around a five on the index, while top players score above 10",ORTGOffensive RatingIndividual offensive rating is the number of points produced by a player per 100 total individual possessions.,DRTGDefensive RatingIndividual defensive rating estimates how many points the player allowed per 100 possessions he individually faced while staying on the court.
,D.J. Wilson,Hou,F-C,25.19,21,13.3,27.6,20.1,12.2,19,0.632,56,0.5,51,0.333,0.5,0.516,5.7,3.3,13.2,0.9,10,0.43,0.52,0.76,7.7,98.7,104.9
,Willie Cauley-Stein,Dal,C,27.7,42,17.3,36.1,12.4,9.9,70,0.629,143,0.664,9,0.111,0.635,0.648,5.6,4.3,13.6,0.7,5.5,0.36,0.81,0.48,5.9,130.4,100.6
,Drew Eubanks,San,F-C,24.24,43,13.8,28.9,16.9,16,87,0.69,155,0.568,1,1,0.574,0.615,5.6,4.2,16.2,0.8,8.5,0.4,0.98,0.86,7.7,116,100.9
,Jaylen Hoard,Okc,F,22.08,11,16.5,34.3,17.4,18.9,25,0.72,43,0.512,6,0,0.449,0.517,5.6,3.5,11,0.8,7.3,0.64,0.18,1.27,6.1,98.1,107
,Tyler Johnson,Bro,G,28.98,33,17.1,35.7,13.6,7.9,21,0.857,43,0.465,110,0.382,0.542,0.567,5.6,1.9,6.2,1,7.7,0.36,0,0.42,5.1,113,112.2
,Garrison Mathews,Was,G,24.51,56,16.9,35.2,11.3,3.5,78,0.897,37,0.541,177,0.384,0.57,0.632,5.6,1.4,4.5,0.4,3.4,0.5,0.11,0.16,3.5,129,107.6
,Josh Okogie,Min,G,22.66,50,21.1,43.9,12.1,11.9,89,0.798,129,0.496,98,0.276,0.46,0.526,5.6,2.7,6.8,1.1,7,0.96,0.46,0.72,4.8,108.4,109
,Al-Farouq Aminu,Orl,F,30.6,17,21.6,44.9,14.3,20.6,17,0.824,58,0.5,31,0.226,0.444,0.482,5.5,5.4,13,1.7,11.3,1,0.53,1.47,6.8,93.1,108.1
,Tony Bradley,Phi,C-F,23.3,20,14.4,29.9,12.8,7,11,0.636,74,0.689,1,0,0.68,0.683,5.5,5.2,19.9,0.9,8.8,0.3,0.65,0.3,8.2,143.8,99.8
,Troy Brown Jr.,Chi,G-F,21.75,13,18.2,37.9,11.5,8,6,0.833,31,0.677,24,0.333,0.6,0.616,5.5,3.4,10.4,0.8,5.6,0.54,0.15,0.38,5.4,122,107
,Facundo Campazzo,Den,G,30.1,56,20.4,42.5,12.8,17.4,62,0.855,74,0.419,175,0.371,0.516,0.561,5.5,1.7,4.8,3.3,19.6,1.07,0.21,1.04,6.1,115.9,105.2
,Derrick Favors,Uta,F,29.79,58,15.4,32,13.4,12.2,73,0.74,210,0.629,2,0,0.623,0.651,5.5,5.6,19.1,0.7,6.3,0.5,1.05,0.59,7.2,134.4,93.4
,Jordan Nwora,Mil,F,22.64,25,9.1,18.9,25.4,14.6,21,0.81,56,0.429,52,0.462,0.556,0.584,5.5,1.8,10.2,0.3,4.3,0.56,0.2,0.8,6.3,100.8,102.2
,Tony Snell,Atl,G,29.47,40,21,43.7,8.8,10.6,11,1,49,0.408,98,0.571,0.707,0.721,5.5,2.4,6.1,1.3,8.2,0.23,0.25,0.45,4.9,136.5,110.7
,Max Strus,Mia,G-F,25.09,33,12.3,25.6,17.7,4.4,17,0.647,28,0.893,117,0.342,0.586,0.594,5.5,0.9,4,0.5,6.6,0.21,0.03,0.21,4.4,112.8,106.7
,Damian Jones,Lal,C,25.83,8,14,29.1,10.6,18.3,12,0.917,17,0.941,0,0,0.941,0.965,5.4,3.3,13,0.1,1.3,0.13,0.88,0.63,3.5,157.7,89.9
,Justin Patton,Hou,C,23.87,13,19,39.5,13.1,5.3,4,0.75,36,0.556,34,0.265,0.479,0.488,5.4,3.8,10.6,1.1,8.2,0.92,1.08,0.31,5.9,107.9,101.5
,Khem Birch,Orl,C,28.58,48,19.8,41.3,12.3,8.5,85,0.741,188,0.479,21,0.19,0.459,0.517,5.3,5.1,13.4,1.1,7.9,0.67,0.58,0.48,6.3,119.7,109.4
,Avery Bradley,Hou,G,30.42,15,23,48,13.9,14.2,6,0.833,36,0.361,58,0.276,0.394,0.409,5.3,2.3,5.4,1.9,11.6,0.8,0.13,1.07,5,84.4,110.5
,Jarrett Culver,Min,G-F,22.19,34,14.7,30.6,18.3,12.9,48,0.604,115,0.487,53,0.245,0.449,0.476,5.3,3.1,11.3,0.7,6.9,0.5,0.26,0.82,6.1,95.1,106.8
,Marc Gasol,Lal,C,36.25,45,19.5,40.6,12.5,20.6,46,0.739,69,0.536,111,0.387,0.564,0.592,5.3,4.1,11.8,2.1,14.3,0.51,1.2,1.16,7.3,110.8,97.3
,Freddie Gillespie,Tor,F,20,10,16,33.4,12.5,13,12,0.917,35,0.6,0,0,0.6,0.658,5.3,3.6,12.4,0.5,4.5,0.4,1.1,0.6,5.3,129.9,101.5
,Alize Johnson,Bro,F,25.02,12,10.6,22,20,13.7,3,1,44,0.659,5,0.2,0.622,0.636,5.3,4.6,24.2,0.8,10.8,0.33,0.17,0.67,10.2,123.7,105.1
,Jake Layman,Min,F,27.15,42,14.3,29.9,15.2,12,37,0.703,102,0.647,73,0.288,0.557,0.578,5.3,1.5,5.8,0.7,6.7,0.69,0.4,0.62,5,106.6,112.6
,Glenn Robinson III,Sac,F,27.3,23,16.1,33.5,14,9.2,23,0.913,55,0.473,44,0.364,0.505,0.554,5.3,2,6.8,0.9,7,0.17,0.13,0.48,5.3,112.2,118.4
,Taj Gibson,Nyk,F,35.85,36,20.2,42.1,9.8,12.4,45,0.689,108,0.676,14,0.214,0.635,0.656,5.2,5.5,14.7,0.7,5,0.78,0.94,0.56,5.4,134.5,99.5
,Saben Lee,Det,G,21.85,38,15.1,31.5,17.1,17.7,74,0.676,137,0.467,16,0.438,0.487,0.536,5.2,2.1,7.5,3.3,32,0.68,0.26,1.05,8.7,111.8,104.8
,Chimezie Metu,Sac,F-C,24.1,29,11,22.8,20.3,13.4,29,0.69,103,0.573,14,0.286,0.556,0.578,5.2,2.7,13.5,0.7,9.6,0.38,0.55,0.69,7.8,110.8,105.9
,Jabari Parker,Bos,F,26.12,6,12.7,26.4,18,12.6,4,0.75,22,0.636,4,0,0.538,0.558,5.2,3.2,13.9,1,11.7,0.17,0.5,0.67,8,112.5,110.8
,Dwight Powell,Dal,F-C,29.78,47,14.9,31.1,13.7,12.9,88,0.761,130,0.623,20,0.25,0.59,0.646,5.2,3.6,13.4,0.8,7.1,0.55,0.32,0.6,6.6,129.1,98.7
,Austin Rivers,Den,G,28.74,5,24.1,50.3,12.2,8.9,4,0.75,11,0.636,18,0.167,0.397,0.423,5.2,2,4.7,2,10.2,1,0.4,0.6,4.6,95.7,108.9
,Juan Toscano-Anderson,Gol,F,28.05,43,18.7,38.9,11.2,21.8,23,0.739,92,0.696,63,0.413,0.665,0.675,5.2,4,11.3,2.4,17.3,0.6,0.4,1.07,7.9,119.9,102.4
,Dylan Windler,Cle,G-F,24.6,31,16.5,34.5,14.9,18.3,27,0.778,53,0.585,78,0.333,0.534,0.563,5.2,3.5,11.7,1.1,9.3,0.61,0.39,1.03,6.6,102,108
,Goga Bitadze,Ind,C-F,21.78,37,11.3,23.6,19.3,8.5,45,0.756,97,0.567,56,0.268,0.507,0.547,5.1,3.2,15.4,0.7,8.7,0.22,1.24,0.43,8,116.3,98.4
,Bismack Biyombo,Cha,C,28.67,56,20.6,43,11.5,19.1,94,0.468,208,0.577,1,0,0.574,0.567,5.1,5.3,13.9,1.3,8.4,0.27,1.09,1.05,6.4,112.2,105.4
,Nerlens Noel,Nyk,C-F,27.05,56,23.9,49.9,9.5,20.9,61,0.705,197,0.619,3,0,0.61,0.633,5.1,6.5,14.8,0.8,4.6,1.07,2.2,1.07,5,119.2,97.5
,Jarred Vanderbilt,Min,F,22.07,55,17.2,35.8,12.7,17.9,94,0.564,189,0.598,4,0.25,0.593,0.602,5.1,5.5,17.2,1.3,10.3,0.93,0.73,0.93,7.7,116.7,103.9
,Dean Wade,Cle,F-C,24.44,53,17,35.4,12.7,7.7,23,0.783,74,0.568,157,0.357,0.545,0.56,5.1,3,10,1.1,9.6,0.42,0.36,0.38,6,115.2,110.3
,Precious Achiuwa,Mia,F,21.61,55,12.4,25.9,19.4,14,103,0.515,207,0.541,0,0,0.541,0.549,5,3.6,16.3,0.5,6.2,0.33,0.47,0.75,6.7,106.3,98.1
,Charlie Brown Jr.,Okc,G,23.24,1,11.5,24,18.1,0,2,1,1,0,3,0.333,0.375,0.512,5,0,0,0,0,2,0,0,0,111.2,102.2
,Brandon Goodwin,Atl,G,25.57,44,13.6,28.4,19.4,12.7,41,0.659,115,0.426,101,0.307,0.442,0.466,5,1.5,6,2,21.4,0.34,0,0.77,7.3,99.4,111.1
,Trey Lyles,San,F,25.48,23,15.6,32.4,12.9,5.7,23,0.652,50,0.58,40,0.35,0.556,0.574,5,3.7,12.7,0.6,5.3,0.26,0.04,0.26,5.7,115.5,110
,Boban Marjanovic,Dal,C,32.7,26,8.8,18.4,25,7.7,28,0.786,101,0.535,6,0,0.505,0.545,5,4.2,25.8,0.3,5,0.04,0.19,0.38,8.4,117.3,100.1
,Jordan McLaughlin,Min,G,25.05,43,19,39.6,13.6,16.3,24,0.75,135,0.422,75,0.36,0.464,0.483,5,2.1,6,4.1,29.5,1.09,0.14,1,7.4,108.8,114.5
,Patrick Patterson,Lac,F,32.13,35,14.4,29.9,14.2,6.8,16,0.75,46,0.587,97,0.371,0.566,0.58,5,1.9,7.5,0.6,5.8,0.37,0.23,0.31,5,117.6,106.8
,Devin Vassell,San,G-F,20.68,51,16,33.3,13.8,7,36,0.833,109,0.422,115,0.391,0.507,0.536,5,2.5,8.5,0.9,7.4,0.76,0.29,0.35,5.6,109.1,105.1
,DeAndre' Bembry,Tor,G-F,26.82,41,17.5,36.5,13.7,23.4,45,0.689,121,0.595,33,0.273,0.555,0.581,4.9,2.6,8.2,1.9,15.2,0.78,0.34,1.29,6.6,104.7,107.7
,Caleb Martin,Cha,F,25.58,46,14.9,31,17.1,10.7,53,0.623,116,0.491,103,0.252,0.438,0.464,4.9,2.7,10,1.2,11.3,0.7,0.2,0.63,6.7,98.1,107.1
,Jerome Robinson,Was,G,24.18,17,17.9,37.4,16.7,15.5,20,0.8,53,0.321,42,0.262,0.353,0.4,4.9,2.2,6.6,1.5,10.4,0.71,0.35,1.12,5.7,80.3,105.9
,Nassir Little,Por,F-G,21.21,42,14,29.2,13.8,8.4,44,0.795,76,0.553,78,0.346,0.536,0.577,4.8,2.8,10.7,0.5,4.9,0.12,0.31,0.38,5.4,119.1,111.7
,Gabe Vincent,Mia,G,24.87,44,13.6,28.4,18.9,11.9,23,0.87,76,0.5,135,0.281,0.45,0.475,4.8,1.1,4.5,1.3,13.7,0.43,0.05,0.68,5.6,94,102.6
,Yogi Ferrell,Lac,G,20,3,9.7,20.3,17.1,0,3,1,4,0.25,6,0.5,0.55,0.618,4.7,0.3,1.9,3.3,46.4,0.33,0,0,6.9,157.5,113.9
,Daniel Gafford,Chi,F-C,22.58,31,12.4,25.8,14.4,17.3,41,0.659,87,0.69,0,0,0.69,0.7,4.7,3.3,15,0.5,6.2,0.35,1.1,0.71,6.4,127.4,100.4
,Langston Galloway,Pho,G,29.39,35,10.9,22.7,16.5,8.5,17,1,51,0.49,71,0.451,0.598,0.629,4.7,1,5.2,0.7,8.6,0.23,0,0.34,5.5,120,109.8
,Solomon Hill,Atl,F,30.12,62,21.7,45.1,10.7,10.9,38,0.763,81,0.444,197,0.325,0.475,0.497,4.7,3,7.5,1,6.3,0.74,0.16,0.58,4.5,103.6,108.3
,Rodney Hood,Por,G-F,28.52,38,19.1,39.8,14,13.1,12,0.75,117,0.41,84,0.298,0.425,0.436,4.7,1.9,5.4,1.2,8.7,0.53,0.11,0.82,4.6,91.2,113
,Semi Ojeleye,Bos,F,26.4,51,17.3,36.1,11.6,8.4,32,0.75,57,0.439,147,0.381,0.534,0.555,4.7,2.6,8.4,0.7,5.2,0.29,0,0.39,4.7,114.2,111.1
,Brad Wanamaker,Gol,G,31.76,39,16,33.4,16,15.8,56,0.893,112,0.429,61,0.213,0.39,0.468,4.7,1.7,5.6,2.5,20.9,0.67,0.15,0.95,6.8,99.3,106.8
,Andre Iguodala,Mia,G-F,37.25,55,21.5,44.8,11.3,18.5,34,0.647,56,0.536,171,0.327,0.502,0.517,4.5,3.6,9.6,2.2,14.1,1,0.53,1,6.1,102.7,105.4
,Wesley Matthews,Lal,G,34.54,50,19.3,40.2,11.2,8.8,35,0.857,44,0.386,168,0.321,0.462,0.497,4.5,1.6,4.5,0.9,6.2,0.62,0.3,0.44,3.9,102.7,104.2
,Mychal Mulder,Gol,G,26.88,50,10.8,22.5,15.2,5.2,19,0.579,31,0.71,143,0.385,0.601,0.603,4.4,0.8,4.1,0.4,4.7,0.18,0.18,0.2,4.2,111.7,110.8
,Jahlil Okafor,Det,C-F,25.37,19,11,23,15.9,13.1,10,0.8,56,0.625,6,0.333,0.613,0.633,4.4,2.1,10.3,0.6,8.4,0.16,0.16,0.53,6.4,117.2,106
,Mike Scott,Phi,F,32.78,42,17.4,36.2,11.6,9.1,12,0.667,41,0.463,133,0.346,0.506,0.513,4.4,2.5,8.1,0.7,5.4,0.55,0.17,0.43,4.5,102.3,102.7
,P.J. Tucker,Hou,F,35.98,32,30,62.4,7.8,19,23,0.783,45,0.467,86,0.314,0.469,0.5,4.4,4.6,8.2,1.4,6.2,0.88,0.56,1.03,4.1,98.8,108.1
,Troy Brown Jr.,Was,G-F,21.75,21,13.7,28.5,16.2,14.3,15,0.667,43,0.442,46,0.304,0.449,0.471,4.3,2.9,11.3,0.9,8.7,0.14,0.19,0.76,6.5,92.4,106.1
,Devin Cannady,Orl,G,24.94,8,9.3,19.3,19.3,6,7,0.857,12,0.417,16,0.375,0.5,0.547,4.3,0.6,3.5,0.1,2.1,0.63,0.13,0.25,2.7,105.2,103.2
,Rodney Hood,Tor,G-F,28.52,12,13.7,28.5,15,7,11,0.909,24,0.375,24,0.333,0.438,0.492,4.3,1.7,6.7,0.4,4.2,0.08,0.25,0.33,4.2,100.2,112.3
,Ersan Ilyasova,Uta,F,33.96,12,9.4,19.5,17,11.3,3,1,8,0.375,30,0.467,0.632,0.649,4.3,1.8,10.3,0.3,3.8,0.83,0.17,0.42,5.6,118.2,87.1
,Damian Jones,Sac,C,25.83,7,16.3,33.9,10.3,22.1,14,0.714,15,0.667,0,0,0.667,0.709,4.3,3.3,11.3,0.9,6.6,0.43,0.43,0.86,5.7,126.3,111.6
,Nico Mannion,Gol,G,20.13,25,12.3,25.7,18.8,19.9,25,0.8,46,0.326,52,0.365,0.444,0.491,4.3,1.4,6.2,2.3,25.3,0.56,0.04,1.08,7.8,97,106.5
,JaVale McGee,Den,C-F,33.27,6,11.1,23.1,22.1,23.8,6,0.667,22,0.5,1,0,0.478,0.507,4.3,4.2,21.4,0.2,2.1,0.33,0.83,1.33,5.5,88.8,83.8
,E'Twaun Moore,Pho,G,32.17,24,14.5,30.2,15.9,14.5,10,0.8,73,0.479,29,0.276,0.461,0.479,4.3,1.8,6.8,1.5,13.2,0.58,0.17,0.75,6.2,98.9,105.1
,Grant Williams,Bos,F,22.41,55,18.3,38.1,11.7,18,40,0.55,93,0.495,112,0.366,0.524,0.532,4.3,2.8,8.5,1,7,0.55,0.36,0.89,5,101.8,101.7
,Tyler Cook,Det,F,23.6,18,13.2,27.6,14.3,20.4,19,0.474,53,0.623,1,0,0.611,0.601,4.2,3,12.6,0.5,5.7,0.28,0,0.89,5.6,103.2,106.9
,Javonte Green,Bos,G-F,27.77,25,13.8,28.8,12.1,13.4,30,0.667,49,0.653,22,0.318,0.599,0.624,4.2,2.1,8.4,0.4,4.3,0.72,0.08,0.52,4.4,119.4,106
,Luke Kornet,Bos,F-C,25.79,12,12.6,26.1,14,6.1,2,0.5,21,0.667,24,0.292,0.544,0.545,4.2,2.8,12.6,1.2,13,0,1.17,0.25,7.7,121,109.9
,Yuta Watanabe,Tor,G-F,26.54,43,13.7,28.5,12.5,10,23,0.826,73,0.507,70,0.414,0.563,0.588,4.2,3.1,12.7,0.7,7.2,0.47,0.42,0.4,6.1,118.6,106.2
,Kevin Knox II,Nyk,F,21.72,39,11.6,24.2,15.9,9.9,18,0.778,51,0.412,87,0.391,0.522,0.541,4.1,1.6,7.3,0.5,5.7,0.28,0.15,0.41,5.1,105.4,104.5
,Cody Martin,Cha,F,25.58,50,16.4,34.1,12.7,16.2,41,0.61,128,0.523,56,0.286,0.495,0.512,4.1,3.1,10.4,1.6,13.7,0.68,0.22,0.78,6.7,107.5,109.7
,Darius Miller,Okc,F,31.11,18,10.9,22.8,13.3,13.1,12,1,6,0.833,42,0.405,0.635,0.685,4.1,1.3,6.4,1.2,15.4,0.67,0.28,0.44,6.8,129.5,108.4
,Lamar Stevens,Cle,F,23.81,40,12.5,26,15.9,12.7,51,0.725,111,0.523,25,0.16,0.471,0.521,4.1,2.4,10.8,0.6,7.4,0.43,0.33,0.58,5.8,103,105.1
,Paul Watson,Tor,G,26.33,27,11,22.9,13.8,9.5,8,0.625,18,0.444,64,0.469,0.646,0.649,4.1,1.7,8.4,0.6,8.2,0.19,0.11,0.33,5.9,120.2,104.3
,Jordan Bone,Orl,G,23.48,14,14,29.2,12.6,5.3,0,0,22,0.591,32,0.313,0.519,0.519,4,1.7,6.4,1.3,13.5,0.14,0,0.21,5.9,112.6,113.3
,Chris Chiozza,Bro,G,25.44,22,10.6,22,20.9,14.4,17,0.765,46,0.391,42,0.31,0.426,0.461,4,1.1,5.8,3,36.9,0.32,0.27,0.73,8.9,107.4,109.6
,Sekou Doumbouya,Det,F,20.35,48,13.4,28,17.3,13.7,42,0.738,112,0.429,90,0.244,0.401,0.438,4,2.2,9,0.7,7.9,0.42,0.1,0.73,5.5,88,103.9
,Matt Thomas,Uta,G,26.74,10,7.9,16.5,25,13,0,0,16,0.688,24,0.25,0.5,0.5,4,1.2,8,0.5,9.8,0.1,0,0.6,6.8,93.2,106.1
,Obi Toppin,Nyk,F,23.15,53,11,23,16,10,22,0.727,107,0.626,73,0.288,0.547,0.561,4,2.2,11.1,0.5,6.2,0.25,0.21,0.4,6,109.6,103.3
,Carsen Edwards,Bos,G,23.13,25,8.5,17.7,19.1,4.3,9,0.778,40,0.65,46,0.283,0.529,0.545,3.9,0.9,5.8,0.4,7.7,0.2,0.04,0.16,5.3,112.5,106.7
,Kevon Looney,Gol,F,25.23,51,17.6,36.6,9.8,15.5,34,0.706,143,0.566,17,0.235,0.544,0.566,3.9,4.8,14.6,1.9,14,0.41,0.35,0.63,7.5,127.7,102.4
,Rajon Rondo,Atl,G,35.18,27,14.9,31,16.2,26,2,0.5,65,0.415,45,0.378,0.477,0.478,3.9,2,7.5,3.5,32.7,0.7,0.07,1.44,8.1,97.3,108.8
,Jevon Carter,Pho,G,25.62,50,11.1,23,14.9,6.5,4,0.5,49,0.531,122,0.369,0.547,0.547,3.8,1.4,7.2,1.1,12.9,0.4,0.18,0.24,6.5,114.8,104.3
,Dante Exum,Cle,G,25.8,6,19.4,40.3,12.7,20.7,2,0.5,15,0.533,11,0.182,0.423,0.428,3.8,2.8,8.2,2.2,15.5,0.67,0.33,1.17,5.9,86.4,108.7
,Thon Maker,Cle,F-C,20,8,9.6,19.9,14.8,11.6,11,0.909,16,0.625,2,0,0.556,0.657,3.8,2.3,13.2,0.5,7.7,0.25,0.5,0.38,6.8,132.1,107.5
,Onyeka Okongwu,Atl,F-C,20.38,41,11.3,23.6,13.7,15,45,0.622,103,0.621,2,0,0.61,0.625,3.8,2.9,14.2,0.2,3.1,0.44,0.63,0.54,4.6,117.5,95.7
,JaKarr Sampson,Ind,F,28.11,24,10,20.9,18.3,12.6,25,0.6,67,0.493,12,0.25,0.475,0.5,3.8,2.5,13.8,0.1,1.7,0.08,0.5,0.54,3.9,97.8,98.7
,Matisse Thybulle,Phi,G-F,24.15,59,20,41.7,9.1,11.2,17,0.471,87,0.575,128,0.305,0.505,0.506,3.8,2,5.5,0.9,6,1.54,1.05,0.47,3.8,104.1,100.2
,Nicolo Melli,Dal,F,30.26,14,14.7,30.6,11.3,5.7,8,0.75,21,0.524,25,0.32,0.5,0.525,3.7,2.9,10.6,0.7,6.4,0.29,0.21,0.21,5.3,116.9,104.8
,Aaron Nesmith,Bos,G-F,21.54,37,13.1,27.3,13.2,12.8,20,0.7,39,0.487,82,0.341,0.504,0.524,3.7,2.4,10,0.4,3.5,0.32,0.24,0.51,4.7,102,104
,Nathan Knight,Atl,F-C,23.61,29,8.2,17.1,21.5,12.8,49,0.837,54,0.444,27,0.185,0.389,0.507,3.6,2,13.6,0.2,3.5,0.28,0.24,0.52,5.5,104.5,106.1
,John Konchar,Mem,G,25.1,36,13.2,27.5,11.8,12.8,24,0.833,64,0.516,41,0.366,0.529,0.567,3.6,2.8,11.2,1.1,10.1,0.83,0.19,0.47,6.8,116.2,105.4
,Anthony Lamb,Hou,F,23.27,14,11.9,24.8,16.4,9.4,7,0.857,22,0.409,33,0.273,0.409,0.439,3.6,2.3,10.2,0.4,5.1,0.07,0.14,0.43,5,96.2,108.6
,Reggie Perry,Bro,F-C,21.1,21,9.5,19.7,20.5,14.9,13,0.769,54,0.5,20,0.2,0.446,0.477,3.6,3.1,18.5,0.7,9.6,0.29,0.29,0.67,8.4,101.5,95.3
,D.J. Wilson,Mil,F,25.19,12,8.7,18.2,19.2,8.4,2,0.5,15,0.4,28,0.357,0.488,0.49,3.6,2.1,12.6,0.3,3.7,0.08,0.33,0.33,6,96.2,100.4
,Donta Hall,Orl,C,23.73,6,10.2,21.3,11.9,11.9,11,0.636,10,0.7,0,0,0.7,0.708,3.5,3.3,17.1,1,14.3,0.5,1,0.33,8.9,147.9,108
,Isaiah Hartenstein,Den,C-F,22.98,30,9.1,18.9,18.8,18,36,0.611,80,0.513,0,0,0.513,0.543,3.5,2.8,17.8,0.5,7.4,0.37,0.67,0.7,7.5,108.7,90.1
,DaQuan Jeffries,Sac,G-F,23.66,18,12.9,26.8,12.6,11.8,7,0.857,29,0.517,28,0.321,0.5,0.524,3.5,1.6,7,0.3,3.3,0.39,0.22,0.44,3.7,102,113.3
,Gary Clark,Orl,F,26.45,35,18.2,37.9,10.4,11.2,10,0.8,23,0.391,108,0.287,0.424,0.439,3.4,3.2,9.2,0.9,6.4,0.34,0.2,0.49,4.7,97.1,112.5
,Shaquille Harrison,Den,G,27.56,7,13.7,28.6,11.7,11.6,4,1,19,0.526,2,0,0.476,0.527,3.4,1.4,5.9,0.4,3.9,1.14,0,0.43,3.6,103.4,103.7
,Skylar Mays,Atl,G,23.65,29,7.9,16.4,19,8,25,0.88,48,0.458,33,0.333,0.475,0.538,3.4,1.1,7.4,0.8,14,0.48,0,0.28,7.3,115.6,109
,Stanley Johnson,Tor,F-G,24.92,52,14.4,30,11.8,20,29,0.828,62,0.452,89,0.348,0.493,0.528,3.3,2.3,8.8,1.2,11.3,0.75,0.33,0.79,5.8,100.9,102.4
,Meyers Leonard,Mia,F-C,29.17,3,9.8,20.4,15.2,20.2,2,0.5,0,0,7,0.429,0.643,0.635,3.3,2.3,13.5,0.7,9.8,0,0,0.67,7.1,100.9,93.6
,Luka Samanic,San,F,21.3,27,9.2,19.2,18.5,15.2,24,0.5,42,0.595,37,0.243,0.487,0.497,3.3,2,11.7,0.5,7.2,0.26,0.22,0.59,6.5,93.7,98.8
,Thanasis Antetokounmpo,Mil,F,28.78,49,10.1,21.1,15.7,21.6,39,0.462,102,0.578,26,0.269,0.543,0.541,3.2,2.4,12.7,0.9,10.7,0.39,0.2,0.82,7.5,105.1,99.3
,Amir Coffey,Lac,G-F,23.87,44,9,18.7,15.1,11.1,38,0.711,47,0.468,56,0.411,0.549,0.585,3.2,1,6.3,0.5,7.3,0.23,0,0.34,5.2,114.4,108.4
,Wes Iwundu,Nor,F,26.36,13,14.6,30.4,12,20.5,15,0.8,20,0.6,16,0.125,0.417,0.493,3.2,2.6,9.9,0.4,3.3,0.38,0.08,0.85,4.1,89,105.9
,Isaiah Joe,Phi,G,21.83,34,9.1,18.9,16.8,6.6,16,0.75,23,0.304,83,0.337,0.462,0.487,3.2,0.9,5.3,0.5,7.9,0.26,0.12,0.24,5,102.6,104.3
,Zeke Nnaji,Den,F-C,20.3,38,9.3,19.3,12.9,6.8,15,0.8,39,0.641,51,0.392,0.611,0.631,3.2,1.5,9.2,0.2,2.6,0.13,0.11,0.18,4.2,123.9,109.9
,Sam Merrill,Mil,G,24.95,27,7.4,15.4,15.6,13.6,4,1,21,0.476,41,0.488,0.645,0.659,3.1,1,7.1,0.7,13,0.19,0.04,0.37,7,123.8,107.3
,Amida Brimah,Ind,C,27.21,2,6.9,14.3,12.1,0,2,1,3,0.667,0,0,0.667,0.773,3,1.5,11.9,0,0,0,1.5,0,0,159.4,108.3
,Kyle Guy,Sac,G,23.72,25,7,14.6,19.8,7.4,16,0.875,32,0.469,36,0.278,0.441,0.493,3,1,7.9,0.8,16,0.16,0,0.24,7.7,107.1,114.4
,Rondae Hollis-Jefferson,Por,F,26.32,7,11.5,24,11.8,9,14,0.643,13,0.462,1,0,0.429,0.521,3,2.7,12.6,1.4,16,0.29,0.57,0.29,7.8,131.7,104.5
,Rodions Kurucs,Mil,F,23.23,5,6.7,14,16,31.1,2,1,4,0.5,4,0.75,0.813,0.845,3,1.8,14.1,0.8,15.3,0.6,0,0.8,9.7,126.1,84
,Frank Ntilikina,Nyk,G,22.75,25,10.5,21.9,13.9,12.2,16,0.5,27,0.222,38,0.474,0.508,0.514,3,1,5.2,0.6,7.9,0.6,0.08,0.4,4.6,101.1,96.1
,Norvel Pelle,Sac,C,28.23,1,3.8,7.9,31.2,0,4,0.75,1,0,0,0,0,0.543,3,1,14.7,1,29.6,0,0,0,15.2,,
,Paul Reed,Phi,F,21.87,20,6.6,13.8,21.3,13.7,4,0.25,49,0.592,6,0,0.527,0.52,3,2.1,17.5,0.4,8.4,0.3,0.55,0.45,8.2,105.2,93.2
,Dennis Smith Jr.,Nyk,G,23.43,3,9.2,19.2,21.8,7.3,6,0.833,6,0.333,4,0,0.2,0.356,3,0.7,3.9,1,14.6,1,0,0.33,5.6,83.9,92.9
,Ryan Arcidiacono,Chi,G,27.09,37,10.7,22.3,12.5,6.1,18,0.667,42,0.5,57,0.316,0.485,0.505,2.9,1.6,8.5,1.3,15.9,0.22,0,0.19,6.8,114.9,105.5
